DB_Object_Symbol,GO_ID,namespace,name,def
Rnf217,GO:0000209,biological_process,protein polyubiquitination,"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"
Hdac6,GO:0000209,biological_process,protein polyubiquitination,"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"
Ube2a,GO:0000209,biological_process,protein polyubiquitination,"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"
Taf1,GO:0000209,biological_process,protein polyubiquitination,"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"
Ube2b,GO:0000209,biological_process,protein polyubiquitination,"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"
Baz1a,GO:0000228,cellular_component,nuclear chromosome,"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"
Baz1a,GO:0000228,cellular_component,nuclear chromosome,"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"
Smarcb1,GO:0000228,cellular_component,nuclear chromosome,"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"
Atrx,GO:0000228,cellular_component,nuclear chromosome,"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"
Psip1,GO:0000395,biological_process,mRNA 5'-splice site recognition,"""Recognition of the intron 5'-splice site by components of the assembling spliceosome."" [GOC:krc, ISBN:0879695897]"
Nsd1,GO:0000414,biological_process,regulation of histone H3-K36 methylation,"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 36 of histone H3."" [GOC:krc]"
Paxip1,GO:0000416,biological_process,positive regulation of histone H3-K36 methylation,"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 36 of histone H3."" [GOC:krc]"
Hira,GO:0000417,cellular_component,HIR complex,"""A protein complex proposed to be involved in replication-independent nucleosome assembly, by promoting histone deposition onto DNA. For example, in Saccharomyces, the complex contains Hir1p, Hir2p, Hir3p, and Hpc2p."" [GOC:elh, GOC:mah, PMID:16303565, PMID:17180700]"
Ncoa1,GO:0000435,biological_process,positive regulation of transcription from RNA polymerase II promoter by galactose,"""Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."" [GOC:krc]"
Ncoa1,GO:0000435,biological_process,positive regulation of transcription from RNA polymerase II promoter by galactose,"""Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."" [GOC:krc]"
Gtf2h1,GO:0000439,cellular_component,transcription factor TFIIH core complex,"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"
Morf4l1,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Kdm4d,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Rpa3,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Rpa3,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Brca1,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Ino80,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Brca1,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Atm,GO:0000724,biological_process,double-strand break repair via homologous recombination,"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"
Atrx,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Atrx,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Wdr82,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Orc1,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Cbx1,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Atrx,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Men1,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Orc1,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Cbx5,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Polr2b,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Kdm1a,GO:0000784,cellular_component,"nuclear chromosome, telomeric region","""The terminal region of a linear nuclear chromosome that includes the telomeric DNA repeats and associated proteins."" [GOC:elh]"
Orc1,GO:0000808,cellular_component,origin recognition complex,"""A multisubunit complex that is located at the replication origins of a chromosome."" [GOC:elh]"
Brd8,GO:0000812,cellular_component,Swr1 complex,"""A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits."" [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]"
Ing3,GO:0000812,cellular_component,Swr1 complex,"""A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits."" [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]"
Kat5,GO:0000812,cellular_component,Swr1 complex,"""A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits."" [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]"
Ep400,GO:0000812,cellular_component,Swr1 complex,"""A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits."" [GOC:rb, PMID:14645854, PMID:14690608, PMID:19355820]"
Jmjd1c,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Cbx3,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Kdm3a,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Hdac1,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Sin3a,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Hdac1,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Mta2,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Kdm3a,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Suv39h1,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Kdm3b,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Suv39h2,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Prdm5,GO:0000976,molecular_function,transcription regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."" [GOC:txnOH]"
Ehmt2,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Mecom,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Prdm2,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Prdm14,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Suv39h2,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Prdm1,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Pcgf6,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Suv39h1,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Satb1,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Prdm11,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
Ep300,GO:0000977,molecular_function,RNA polymerase II regulatory region sequence-specific DNA binding,"""Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"
